,65.3355,67600,,29.3817,67600
,66.9307,68644,,30.0879,68644
,68.5525,69696,,30.8025,69696
,70.1962,70756,,31.5284,70756
,71.8654,71824,,32.266,71824
,73.5594,72900,,33.0139,72900
,75.2777,73984,,33.7722,73984
,77.0231,75076,,34.5417,75076
,78.7949,76176,,35.3231,76176
,80.5901,77284,,36.1137,77284
,82.4157,78400,,36.9179,78400
,84.2638,79524,,37.7319,79524
,86.1509,80656,,38.5579,80656
,88.0566,81796,,39.3967,81796
,89.9901,82944,,40.2457,82944
,91.9504,84100,,41.1084,84100
,93.9422,85264,,41.9844,85264
,95.9555,86436,,42.8721,86436
,97.9971,87616,,43.7684,87616
,100.069,88804,,44.6765,88804
,102.166,90000,,45.5976,90000
,104.289,91204,,46.5292,91204
,106.448,92416,,47.4724,92416
,108.629,93636,,48.433,93636
,110.837,94864,,49.4047,94864
,113.074,96100,,50.3912,96100
,115.345,97344,,51.3857,97344
,117.645,98596,,52.394,98596
,119.978,99856,,53.4198,99856
,122.345,101124,,54.4532,101124
,124.731,102400,,55.504,102400
,127.145,103684,,56.5671,103684
,129.593,104976,,57.6418,104976
,132.07,106276,,58.7321,106276
,134.573,107584,,59.8371,107584
,137.112,108900,,60.9526,108900
,139.679,110224,,62.0839,110224
,142.283,111556,,63.2302,111556
,144.92,112896,,64.389,112896
,147.582,114244,,65.5612,114244
,150.277,115600,,66.7452,115600
,153.002,116964,,67.9461,116964
,155.759,118336,,69.1612,118336
,158.553,119716,,70.3914,119716
,161.379,121104,,71.641,121104
,164.232,122500,,72.8999,122500
,167.122,123904,,74.173,123904
,170.046,125316,,75.4631,125316
,173.007,126736,,76.7665,126736
,175.995,128164,,78.0838,128164
,179.022,129600,,79.4262,129600
,182.076,131044,,80.7773,131044
,185.172,132496,,82.1414,132496
,188.299,133956,,83.5211,133956
,191.461,135424,,84.9141,135424
,194.663,136900,,86.3276,136900
,197.896,138384,,87.7548,138384
,201.16,139876,,89.194,139876
,204.469,141376,,90.6606,141376
,207.805,142884,,92.1335,142884
,211.183,144400,,93.633,144400
,214.592,145924,,95.1383,145924
,218.038,147456,,96.661,147456
,221.521,148996,,98.2005,148996
,225.048,150544,,99.7575,150544
,228.612,152100,,101.342,152100
,232.208,153664,,102.931,153664
,235.834,155236,,104.53,155236
,239.5,156816,,106.15,156816
,243.202,158404,,107.794,158404
,246.942,160000,,109.443,160000
,250.716,161604,,111.116,161604
,254.528,163216,,112.799,163216
,258.376,164836,,114.5,164836
,262.267,166464,,116.219,166464
,266.2,168100,,117.955,168100
,270.172,169744,,119.709,169744
,274.184,171396,,121.479,171396
,278.239,173056,,123.264,173056
,282.355,174724,,125.07,174724
,286.514,176400,,126.895,176400
,290.859,178084,,128.735,178084
,295.111,179776,,130.591,179776
,299.408,181476,,132.467,181476
,303.753,183184,,134.363,183184
,308.165,184900,,136.282,184900
,312.606,186624,,138.221,186624
,317.092,188356,,140.168,188356
,321.624,190096,,142.136,190096
,326.196,191844,,144.123,191844
,330.792,193600,,146.121,193600
,335.403,195364,,148.141,195364
,340.072,197136,,150.184,197136
,344.778,198916,,152.242,198916
,349.529,200704,,154.317,200704
,354.331,202500,,156.412,202500
,359.182,204304,,158.529,204304
,364.078,206116,,160.666,206116
,369.019,207936,,162.819,207936
,374.008,209764,,164.988,209764
,379.049,211600,,167.178,211600
,384.147,213444,,169.383,213444
,389.286,215296,,171.612,215296
,394.483,217156,,173.857,217156
,399.748,219024,,176.134,219024
,405.076,220900,,178.417,220900
,410.444,222784,,180.728,222784
,415.942,224676,,183.059,224676
,421.495,226576,,185.404,226576
,427.056,228484,,187.771,228484
,432.646,230400,,190.165,230400
,438.333,232324,,192.566,232324
,444.12,234256,,194.988,234256
,449.959,236196,,197.43,236196
,455.844,238144,,199.9,238144
,461.768,240100,,202.39,240100
,467.753,242064,,204.898,242064
,473.767,244036,,207.429,244036
,479.794,246016,,209.987,246016
,485.854,248004,,212.554,248004
,491.968,250000,,215.144,250000
,498.123,252004,,217.75,252004
,504.302,254016,,220.38,254016
,510.524,256036,,223.026,256036
,516.81,258064,,225.699,258064
,523.161,260100,,228.386,260100
,529.55,262144,,231.099,262144
,535.999,264196,,233.833,264196
,542.476,266256,,236.592,266256
,548.999,268324,,239.367,268324
,555.542,270400,,242.18,270400
,562.176,272484,,245.033,272484
,568.847,274576,,247.9,274576
,575.571,276676,,250.811,276676
,582.34,278784,,253.73,278784
,589.165,280900,,256.668,280900
,596.053,283024,,259.633,283024
,603.003,285156,,262.626,285156
,609.999,287296,,265.628,287296
,617.044,289444,,268.664,289444
,624.151,291600,,271.717,291600
,631.309,293764,,274.793,293764
,638.512,295936,,277.894,295936
,645.769,298116,,280.983,298116
,653.08,300304,,284.086,300304
,660.441,302500,,287.211,302500
,667.859,304704,,290.362,304704
,675.328,306916,,293.535,306916
,682.848,309136,,296.738,309136
,690.419,311364,,299.955,311364
,698.046,313600,,303.199,313600
,705.719,315844,,306.469,315844
,713.44,318096,,309.755,318096
,721.207,320356,,313.073,320356
,729.039,322624,,316.406,322624
,736.956,324900,,319.761,324900
,744.932,327184,,323.143,327184
,752.967,329476,,326.548,329476
,761.054,331776,,329.978,331776
,769.183,334084,,333.432,334084
,777.379,336400,,336.907,336400
,785.638,338724,,340.413,338724
,793.944,341056,,343.936,341056
,802.303,343396,,347.484,343396
,810.733,345744,,351.057,345744
,819.206,348100,,354.657,348100
,827.732,350464,,358.274,350464
,836.329,352836,,361.917,352836
,844.983,355216,,365.656,355216
,853.69,357604,,369.32,357604
,862.437,360000,,373.013,360000
,871.251,362404,,376.753,362404
,880.12,364816,,380.496,364816
,889.043,367236,,384.262,367236
,898.002,369664,,388.052,369664
,907.027,372100,,391.869,372100
,916.104,374544,,395.704,374544
,925.238,376996,,399.567,376996
,934.435,379456,,403.458,379456
,943.689,381924,,407.37,381924
,953.024,384400,,411.313,384400
,962.4,386884,,415.277,386884
,971.836,389376,,419.271,389376
,981.32,391876,,423.293,391876
,990.865,394384,,427.554,394384
,1000.49,396900,,431.621,396900
,1010.17,399424,,435.719,399424
,1019.92,401956,,439.84,401956
,1029.73,404496,,443.99,404496
,1039.6,407044,,448.163,407044
,1049.52,409600,,452.376,409600
,1059.51,412164,,456.61,412164
,1069.56,414736,,460.865,414736
,1079.67,417316,,465.147,417316
,1089.83,419904,,469.461,419904
,1100.07,422500,,473.789,422500
,1110.36,425104,,478.145,425104
,1120.68,427716,,482.528,427716
,1131,430336,,486.941,430336
,1141.41,432964,,491.38,432964
,1151.88,435600,,495.847,435600
,1162.42,438244,,500.341,438244
,1173,440896,,504.869,440896
,1183.65,443556,,509.419,443556
,1194.37,446224,,513.992,446224
,1205.17,448900,,518.6,448900
,1216.01,451584,,523.232,451584
,1226.92,454276,,527.887,454276
,1237.9,456976,,532.577,456976
,1248.94,459684,,537.293,459684
,1260.03,462400,,542.012,462400
,1271.2,465124,,546.783,465124
,1282.43,467856,,551.575,467856
,1293.74,470596,,556.405,470596
,1305.1,473344,,561.259,473344
,1316.52,476100,,566.141,476100
,1328.03,478864,,571.048,478864
,1339.59,481636,,575.988,481636
,1351.22,484416,,580.97,484416
,1362.92,487204,,585.96,487204
,1374.69,490000,,,
,1386.53,492804,,,
,1398.42,495616,,,
,1410.38,498436,,,
,1422.41,501264,,,
,1434.51,504100,,,
,1446.66,506944,,,
,1458.89,509796,,,
,1471.19,512656,,,
,1483.56,515524,,,
,1495.98,518400,,,
,1508.48,521284,,,
,1521.07,524176,,,
,1533.72,527076,,,
,1546.43,529984,,,
,1559.22,532900,,,
,1572.09,535824,,,
,1585.03,538756,,,
,1598.02,541696,,,
,1611.1,544644,,,
,1624.26,547600,,,
,1637.5,550564,,,
,1650.79,553536,,,
,1664.18,556516,,,
,1677.64,559504,,,
,1691.17,562500,,,
,1704.76,565504,,,
,1718.42,568516,,,
,1732.16,571536,,,
,1745.98,574564,,,
,1759.86,577600,,,
,1773.83,580644,,,
,1787.87,583696,,,
,1802.09,586756,,,
,1816.39,589824,,,
,1831.03,592900,,,
